command	count	first_seen_utc	last_seen_utc	workdir_count	source_log_count	examples
/bin/zsh -lc /bin/bash -lc 'VAR="abc"_; printf "%s\n" "$VAR"'	1	2025-11-06T14:25:20.024000+00:00	2025-11-06T14:25:20.024000+00:00	1	1	/bin/zsh -lc /bin/bash -lc 'VAR="abc"_; printf "%s\n" "$VAR"'
/bin/zsh -lc cat ~/.agilab/.env	1	2025-11-06T16:17:25.621000+00:00	2025-11-06T16:17:25.621000+00:00	1	1	/bin/zsh -lc cat ~/.agilab/.env
/bin/zsh -lc cat ~/.local/share/agilab/.env	1	2025-11-06T16:17:20.534000+00:00	2025-11-06T16:17:20.534000+00:00	1	1	/bin/zsh -lc cat ~/.local/share/agilab/.env
/bin/zsh -lc cat ~/Library/Application\ Support/JetBrains/PyCharm2025.2/options/jdk.table.xml	1	2025-11-06T15:12:52.887000+00:00	2025-11-06T15:12:52.887000+00:00	1	1	/bin/zsh -lc cat ~/Library/Application\ Support/JetBrains/PyCharm2025.2/options/jdk.table.xml
/bin/zsh -lc find ~/wenv -maxdepth 2 -type d -name '.venv'	1	2025-11-06T15:18:57.750000+00:00	2025-11-06T15:18:57.750000+00:00	1	1	/bin/zsh -lc find ~/wenv -maxdepth 2 -type d -name '.venv'
/bin/zsh -lc git diff pycharm/setup_pycharm.py	1	2025-11-06T15:18:01.421000+00:00	2025-11-06T15:18:01.421000+00:00	1	1	/bin/zsh -lc git diff pycharm/setup_pycharm.py
/bin/zsh -lc git status -sb	1	2025-11-06T15:17:49.779000+00:00	2025-11-06T15:17:49.779000+00:00	1	1	/bin/zsh -lc git status -sb
/bin/zsh -lc grep -n "Patching PyCharm" -n install_20251106_151031.log_	1	2025-11-06T14:25:44.070000+00:00	2025-11-06T14:25:44.070000+00:00	1	1	/bin/zsh -lc grep -n "Patching PyCharm" -n install_20251106_151031.log_
/bin/zsh -lc ls	1	2025-11-06T14:24:18.699000+00:00	2025-11-06T14:24:18.699000+00:00	1	1	/bin/zsh -lc ls
/bin/zsh -lc ls -a src/agilab/apps/flight_project	1	2025-11-06T15:12:28.977000+00:00	2025-11-06T15:12:28.977000+00:00	1	1	/bin/zsh -lc ls -a src/agilab/apps/flight_project
/bin/zsh -lc ls -l pycharm/setup_pycharm.py	1	2025-11-06T15:24:33.901000+00:00	2025-11-06T15:24:33.901000+00:00	1	1	/bin/zsh -lc ls -l pycharm/setup_pycharm.py
/bin/zsh -lc ls -ld src/agilab/apps/flight_project	1	2025-11-06T15:13:50.392000+00:00	2025-11-06T15:13:50.392000+00:00	1	1	/bin/zsh -lc ls -ld src/agilab/apps/flight_project
/bin/zsh -lc ls -t	1	2025-11-06T14:25:22.602000+00:00	2025-11-06T14:25:22.602000+00:00	1	1	/bin/zsh -lc ls -t
/bin/zsh -lc ls .idea	1	2025-11-06T15:27:04.686000+00:00	2025-11-06T15:27:04.686000+00:00	1	1	/bin/zsh -lc ls .idea
/bin/zsh -lc ls /Users/agi | grep wenv	1	2025-11-06T14:47:53.633000+00:00	2025-11-06T14:47:53.633000+00:00	1	1	/bin/zsh -lc ls /Users/agi | grep wenv
/bin/zsh -lc ls /Users/agi/wenv	1	2025-11-06T14:47:57.608000+00:00	2025-11-06T14:47:57.608000+00:00	1	1	/bin/zsh -lc ls /Users/agi/wenv
/bin/zsh -lc ls pycharm	1	2025-11-06T15:10:35.059000+00:00	2025-11-06T15:10:35.059000+00:00	1	1	/bin/zsh -lc ls pycharm
/bin/zsh -lc ls src/agilab/apps	1	2025-11-06T15:12:20.886000+00:00	2025-11-06T15:12:20.886000+00:00	1	1	/bin/zsh -lc ls src/agilab/apps
/bin/zsh -lc ls src/agilab/apps/flight_project	1	2025-11-06T15:12:24.733000+00:00	2025-11-06T15:12:24.733000+00:00	1	1	/bin/zsh -lc ls src/agilab/apps/flight_project
/bin/zsh -lc ls src/agilab/apps/flight_project/.venv/bin	1	2025-11-06T15:13:16.892000+00:00	2025-11-06T15:13:16.892000+00:00	1	1	/bin/zsh -lc ls src/agilab/apps/flight_project/.venv/bin
/bin/zsh -lc ls src/agilab/pages | sed -n '1,40p'	1	2025-11-06T14:34:36.190000+00:00	2025-11-06T14:34:36.190000+00:00	1	1	/bin/zsh -lc ls src/agilab/pages | sed -n '1,40p'
/bin/zsh -lc ls ~/.agilab/apps	1	2025-11-06T15:18:47.673000+00:00	2025-11-06T15:18:47.673000+00:00	1	1	/bin/zsh -lc ls ~/.agilab/apps
/bin/zsh -lc ls ~/Library/Application\ Support/JetBrains	1	2025-11-06T15:12:44.051000+00:00	2025-11-06T15:12:44.051000+00:00	1	1	/bin/zsh -lc ls ~/Library/Application\ Support/JetBrains
/bin/zsh -lc ls ~/Library/Application\ Support/JetBrains/PyCharm2025.2/options	1	2025-11-06T15:12:48.588000+00:00	2025-11-06T15:12:48.588000+00:00	1	1	/bin/zsh -lc ls ~/Library/Application\ Support/JetBrains/PyCharm2025.2/options
/bin/zsh -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1300,1750p'	1	2025-11-06T14:34:26.705000+00:00	2025-11-06T14:34:26.705000+00:00	1	1	/bin/zsh -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1300,1750p'
/bin/zsh -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1440,1505p'	1	2025-11-06T14:34:19.087000+00:00	2025-11-06T14:34:19.087000+00:00	1	1	/bin/zsh -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1440,1505p'
/bin/zsh -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1500,1650p'	1	2025-11-06T14:34:12.660000+00:00	2025-11-06T14:34:12.660000+00:00	1	1	/bin/zsh -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1500,1650p'
/bin/zsh -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1520,1780p'	1	2025-11-06T14:37:07.825000+00:00	2025-11-06T14:37:07.825000+00:00	1	1	/bin/zsh -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1520,1780p'
/bin/zsh -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1650,1720p'	1	2025-11-06T14:34:09.102000+00:00	2025-11-06T14:34:09.102000+00:00	1	1	/bin/zsh -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1650,1720p'
/bin/zsh -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1680,1760p'	1	2025-11-06T14:37:14.957000+00:00	2025-11-06T14:37:14.957000+00:00	1	1	/bin/zsh -lc nl -ba "src/agilab/pages/▶️ EXECUTE.py" | sed -n '1680,1760p'
/bin/zsh -lc nl -ba install.sh | sed -n '180,220p'	1	2025-11-06T14:26:21.068000+00:00	2025-11-06T14:26:21.068000+00:00	1	1	/bin/zsh -lc nl -ba install.sh | sed -n '180,220p'
/bin/zsh -lc nl -ba install.sh | sed -n '220,260p'	1	2025-11-06T14:26:24.985000+00:00	2025-11-06T14:26:24.985000+00:00	1	1	/bin/zsh -lc nl -ba install.sh | sed -n '220,260p'
/bin/zsh -lc nl -ba install.sh | sed -n '520,580p'	1	2025-11-06T14:26:16.395000+00:00	2025-11-06T14:26:16.395000+00:00	1	1	/bin/zsh -lc nl -ba install.sh | sed -n '520,580p'
/bin/zsh -lc nl -ba install_20251106_150858.log_ | sed -n '1,40p'	1	2025-11-06T14:26:07.609000+00:00	2025-11-06T14:26:07.609000+00:00	1	1	/bin/zsh -lc nl -ba install_20251106_150858.log_ | sed -n '1,40p'
/bin/zsh -lc nl -ba install_20251106_150858.log_ | sed -n '40,120p'	1	2025-11-06T14:26:04.350000+00:00	2025-11-06T14:26:04.350000+00:00	1	1	/bin/zsh -lc nl -ba install_20251106_150858.log_ | sed -n '40,120p'
/bin/zsh -lc nl -ba pycharm/setup_pycharm.py | sed -n '130,210p'	1	2025-11-06T15:19:44.601000+00:00	2025-11-06T15:19:44.601000+00:00	1	1	/bin/zsh -lc nl -ba pycharm/setup_pycharm.py | sed -n '130,210p'
/bin/zsh -lc nl -ba pycharm/setup_pycharm.py | sed -n '200,260p'	1	2025-11-06T15:19:49.791000+00:00	2025-11-06T15:19:49.791000+00:00	1	1	/bin/zsh -lc nl -ba pycharm/setup_pycharm.py | sed -n '200,260p'
/bin/zsh -lc nl -ba pycharm/setup_pycharm.py | sed -n '600,720p'	1	2025-11-06T15:19:54.012000+00:00	2025-11-06T15:19:54.012000+00:00	1	1	/bin/zsh -lc nl -ba pycharm/setup_pycharm.py | sed -n '600,720p'
/bin/zsh -lc nl -ba src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py | sed -n '1660,1780p'	1	2025-11-06T14:47:48.452000+00:00	2025-11-06T14:47:48.452000+00:00	1	1	/bin/zsh -lc nl -ba src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py | sed -n '1660,1780p'
/bin/zsh -lc nl -ba src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py | sed -n '2700,2805p'	1	2025-11-06T14:44:06.897000+00:00	2025-11-06T14:44:06.897000+00:00	1	1	/bin/zsh -lc nl -ba src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py | sed -n '2700,2805p'
/bin/zsh -lc nl -ba src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py | sed -n '840,920p'	1	2025-11-06T14:48:06.674000+00:00	2025-11-06T14:48:06.674000+00:00	1	1	/bin/zsh -lc nl -ba src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py | sed -n '840,920p'
/bin/zsh -lc python - <<'PY' from pathlib import Path path = Path('src/agilab/pages/▶️ EXECUTE.py') text = path.read_text() if '    run_clicked = False\n    if show_run:' not in text:     text = text.replace('    if show_run:\n', '    run_clicked = False\n    if show_run:\n', 1) text = text.replace('        run_col, load_col, delete_col = st.columns(3)\n        run_clicked = False\n', '        run_col, load_col, delete_col = st.columns(3)\n', 1) path.write_text(text) PY	1	2025-11-06T14:34:48.286000+00:00	2025-11-06T14:34:48.286000+00:00	1	1	/bin/zsh -lc python - <<'PY' from pathlib import Path path = Path('src/agilab/pages/▶️ EXECUTE.py') text = path.read_text() if '    run_clicked = False\n    if show_run:' not in text:     text = text.replace('    if show_run:\n', '    run_clicked = False\n    if show_run:\n', 1) text = text.replace('        run_col, load_col, delete_col = st.columns(3)\n        run_clicked = False\n', '        run_col, load_col, delete_col = st.columns(3)\n', 1) path.write_text(text) PY
/bin/zsh -lc python3 - <<'PY' from pathlib import Path for path in Path('.').rglob('*.py'):     try:         text = path.read_text()     except Exception:         continue     if '_CMD_PREFIX' in text:         print(path)         for i,line in enumerate(text.splitlines(),1):             if '_CMD_PREFIX' in line:                 print(' ',i,line.strip()) PY	1	2025-11-06T16:31:58.604000+00:00	2025-11-06T16:31:58.604000+00:00	1	1	/bin/zsh -lc python3 - <<'PY' from pathlib import Path for path in Path('.').rglob('*.py'):     try:         text = path.read_text()     except Exception:         continue     if '_CMD_PREFIX' in text:         print(path)         for i,line in enumerate(text.splitlines(),1):             if '_CMD_PREFIX' in line:                 print(' ',i,line.strip()) PY
/bin/zsh -lc python3 - <<'PY' from pathlib import Path from pycharm.setup_pycharm import venv_python_for app = Path('src/agilab/apps/flight_project') print(app.exists()) print(venv_python_for(app)) PY	1	2025-11-06T15:26:27.058000+00:00	2025-11-06T15:26:27.058000+00:00	1	1	/bin/zsh -lc python3 - <<'PY' from pathlib import Path from pycharm.setup_pycharm import venv_python_for app = Path('src/agilab/apps/flight_project') print(app.exists()) print(venv_python_for(app)) PY
/bin/zsh -lc python3 - <<'PY' from pathlib import Path import agi_env.agi_env print(agi_env.agi_env.AgiEnv.uv) PY	1	2025-11-06T16:31:08.805000+00:00	2025-11-06T16:31:08.805000+00:00	1	1	/bin/zsh -lc python3 - <<'PY' from pathlib import Path import agi_env.agi_env print(agi_env.agi_env.AgiEnv.uv) PY
/bin/zsh -lc python3 - <<'PY' from pathlib import Path lines = Path('src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py').read_text().splitlines() for i in range(1735, 1750):     print(i, repr(lines[i])) PY	1	2025-11-06T14:49:47.255000+00:00	2025-11-06T14:49:47.255000+00:00	1	1	/bin/zsh -lc python3 - <<'PY' from pathlib import Path lines = Path('src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py').read_text().splitlines() for i in range(1735, 1750):     print(i, repr(lines[i])) PY
/bin/zsh -lc python3 - <<'PY' from pathlib import Path lines = Path('src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py').read_text().splitlines() for i in range(len(lines)):     if 'run --no-sync --project' in lines[i] and 'cli" threaded' in lines[i]:         print(i, repr(lines[i])) PY	1	2025-11-06T14:49:42.525000+00:00	2025-11-06T14:49:42.525000+00:00	1	1	/bin/zsh -lc python3 - <<'PY' from pathlib import Path lines = Path('src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py').read_text().splitlines() for i in range(len(lines)):     if 'run --no-sync --project' in lines[i] and 'cli" threaded' in lines[i]:         print(i, repr(lines[i])) PY
/bin/zsh -lc python3 - <<'PY' from pathlib import Path path = Path('src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py') lines = path.read_text().splitlines() for i, line in enumerate(lines):     if 'cli = wenv_abs.parent / "cli.py"' in line:         idx = i         break else:     raise SystemExit('not found') for j in range(idx, idx+5):     print(j, repr(lines[j])) PY	1	2025-11-06T14:48:56.775000+00:00	2025-11-06T14:48:56.775000+00:00	1	1	/bin/zsh -lc python3 - <<'PY' from pathlib import Path path = Path('src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py') lines = path.read_text().splitlines() for i, line in enumerate(lines):     if 'cli = wenv_abs.parent / "cli.py"' in line:         idx = i         break else:     raise SystemExit('not found') for j in range(idx, idx+5):     print(j, repr(lines[j])) PY
/bin/zsh -lc python3 - <<'PY' from pathlib import Path path = Path('src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py') lines = path.read_text().splitlines() for i, line in enumerate(lines):     if line.strip() == 'cli = wenv_abs.parent / "cli.py"':         idx = i         break else:     raise SystemExit('not found') new_lines = lines[:idx] new_lines.append('        cli = wenv_abs.parent / "cli.py"') new_lines.append('        if not cli.exists():') new_lines.append('            try:') new_lines.append('                shutil.copy(env.cluster_pck / "agi_distributor/cli.py", cli)') new_lines.append('            except FileNotFoundError as exc:') new_lines.append('                logger.error("Missing cli.py for local worker: %s", exc)') new_lines.append('                raise') new_lines.append('        cmd = f"{uv_worker} run --no-sync --project \\"{wenv_abs}\\" python \\"{cli}\\" threaded"') new_lines.extend(lines[idx+2:]) path.write_text('\n'.join(new_lines) + '\n') PY	1	2025-11-06T14:49:03.295000+00:00	2025-11-06T14:49:03.295000+00:00	1	1	/bin/zsh -lc python3 - <<'PY' from pathlib import Path path = Path('src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py') lines = path.read_text().splitlines() for i, line in enumerate(lines):     if line.strip() == 'cli = wenv_abs.parent / "cli.py"':         idx = i         break else:     raise SystemExit('not found') new_lines = lines[:idx] new_lines.append('        cli = wenv_abs.parent / "cli.py"') new_lines.append('        if not cli.exists():') new_lines.append('            try:') new_lines.append('                shutil.copy(env.cluster_pck / "agi_distributor/cli.py", cli)') new_lines.append('            except FileNotFoundError as exc:') new_lines.append('                logger.error("Missing cli.py for local worker: %s", exc)') new_lines.append('                raise') new_lines.append('        cmd = f"{uv_worker} run --no-sync --project \\"{wenv_abs}\\" python \\"{cli}\\" threaded"') new_lines.extend(lines[idx+2:]) path.write_text('\n'.join(new_lines) + '\n') PY
/bin/zsh -lc python3 - <<'PY' from pathlib import Path path = Path('src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py') text = path.read_text() needle = "                ssh_dir = Path(\"~/.ssh\").expanduser()\n                keys = []\n\n                for file in ssh_dir.iterdir():\n                    if not file.is_file():\n                        continue\n\n                    name = file.name\n                    if name.startswith('authorized_keys'):\n                        continue\n                    if name.startswith('known_hosts'):\n                        continue\n                    if name.endswith('.pub'):\n                        continue\n\n                    keys.append(str(file))\n\n                client_keys = keys if keys else None\n" replacement = "                ssh_dir = Path(\"~/.ssh\").expanduser()\n                keys = []\n\n                if ssh_dir.exists():\n                    for file in ssh_dir.iterdir():\n                        if not file.is_file():\n                            continue\n\n                        name = file.name\n                        if name.startswith('authorized_keys'):\n                            continue\n                        if name.startswith('known_hosts'):\n                            continue\n                        if name.endswith('.pub'):\n                            continue\n\n                        keys.append(str(file))\n\n                client_keys = keys if keys else None\n" if needle not in text:     raise SystemExit('pattern not found') text = text.replace(needle, replacement, 1) path.write_text(text) PY	1	2025-11-06T14:44:18.817000+00:00	2025-11-06T14:44:18.817000+00:00	1	1	/bin/zsh -lc python3 - <<'PY' from pathlib import Path path = Path('src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py') text = path.read_text() needle = "                ssh_dir = Path(\"~/.ssh\").expanduser()\n                keys = []\n\n                for file in ssh_dir.iterdir():\n                    if not file.is_file():\n                        continue\n\n                    name = file.name\n                    if name.startswith('authorized_keys'):\n                        continue\n                    if name.startswith('known_hosts'):\n                        continue\n                    if name.endswith('.pub'):\n                        continue\n\n                    keys.append(str(file))\n\n                client_keys = keys if keys else None\n" replacement = "                ssh_dir = Path(\"~/.ssh\").expanduser()\n                keys = []\n\n                if ssh_dir.exists():\n                    for file in ssh_dir.iterdir():\n                        if not file.is_file():\n                            continue\n\n                        name = file.name\n                        if name.startswith('authorized_keys'):\n                            continue\n                        if name.startswith('known_hosts'):\n                            continue\n                        if name.endswith('.pub'):\n                            continue\n\n                        keys.append(str(file))\n\n                client_keys = keys if keys else None\n" if needle not in text:     raise SystemExit('pattern not found') text = text.replace(needle, replacement, 1) path.write_text(text) PY
/bin/zsh -lc python3 - <<'PY' from pathlib import Path path = Path('src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py') text = path.read_text() needle = "                ssh_dir = Path(\"~/.ssh\").expanduser()\n                keys = []\n\n                for file in ssh_dir.iterdir():\n" replacement = "                ssh_dir = Path(\"~/.ssh\").expanduser()\n                keys = []\n\n                if ssh_dir.exists():\n                    for file in ssh_dir.iterdir():\n                        if not file.is_file():\n                            continue\n\n                        name = file.name\n                        if name.startswith('authorized_keys'):                             continue                         if name.startswith('known_hosts'):                             continue                         if name.endswith('.pub'):                             continue                          keys.append(str(file))\n                if not keys:\n                    keys = None\n" if needle in text:     text = text.replace(needle, replacement, 1) else:     import sys     sys.exit(1) path.write_text(text) PY	1	2025-11-06T14:44:12.511000+00:00	2025-11-06T14:44:12.511000+00:00	1	1	/bin/zsh -lc python3 - <<'PY' from pathlib import Path path = Path('src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py') text = path.read_text() needle = "                ssh_dir = Path(\"~/.ssh\").expanduser()\n                keys = []\n\n                for file in ssh_dir.iterdir():\n" replacement = "                ssh_dir = Path(\"~/.ssh\").expanduser()\n                keys = []\n\n                if ssh_dir.exists():\n                    for file in ssh_dir.iterdir():\n                        if not file.is_file():\n                            continue\n\n                        name = file.name\n                        if name.startswith('authorized_keys'):                             continue                         if name.startswith('known_hosts'):                             continue                         if name.endswith('.pub'):                             continue                          keys.append(str(file))\n                if not keys:\n                    keys = None\n" if needle in text:     text = text.replace(needle, replacement, 1) else:     import sys     sys.exit(1) path.write_text(text) PY
